district,monsoon,rain_24h_mm,rain_6h_mm,river_level_m,river_danger_m,soil_moisture_index,elevation_m,slope_deg,humidity_pct,wind_kmh,temp_c,coastal,rain24,rain6,river_ratio,soil,low_elev,flat,humidity,slope,wind,temp,label_flood,label_landslide,label_cyclone,label_rainfall
Vadodara,1,21.3,5.4,4.12,8.0,0.727,39,2,84.4,10.5,31.5,0.0,0.07092,0.03868,0.51446,0.7269,0.9025,0.9,0.6873,0.05714,0,0.57732,1,0,0,0
Bhavnagar,0,7.2,2.6,3.06,7.4,0.391,24,2,70.2,23.6,28.6,1.0,0.02395,0.01875,0.41302,0.39117,0.94,0.9,0.40461,0.05714,0.04561,0.43029,0,0,0,0
Valsad,1,112.0,45.6,5.46,7.0,1.0,12,2,72.1,10.2,29.9,1.0,0.37334,0.32596,0.78049,1.0,0.97,0.9,0.44112,0.05714,0,0.49457,0,0,0,0
Bhavnagar,0,6.5,2.4,3.05,7.4,0.375,24,2,64.6,28.7,27.5,1.0,0.02155,0.01704,0.4124,0.37464,0.94,0.9,0.29187,0.05714,0.10836,0.37435,1,0,0,0
Jamnagar,0,2.8,1.1,2.75,6.5,0.456,20,2,38.0,26.7,33.2,1.0,0.00928,0.00797,0.42345,0.45644,0.95,0.9,0,0.05714,0.08366,0.6601,0,0,0,0
Jamnagar,0,8.7,1.2,3.02,6.5,0.304,20,2,54.0,27.5,34.7,1.0,0.02893,0.00891,0.46428,0.30404,0.95,0.9,0.07933,0.05714,0.09434,0.73418,0,0,0,0
Ahmedabad,1,62.7,32.3,6.07,8.5,0.767,53,2,79.4,18.4,25.8,0.0,0.20884,0.23092,0.71431,0.76656,0.8675,0.9,0.58774,0.05714,0,0.28966,1,0,0,0
Bhuj,1,19.7,2.1,2.12,5.8,0.42,110,4,78.3,34.8,28.6,1.0,0.06581,0.01481,0.36573,0.42003,0.725,0.8,0.5664,0.11429,0.1849,0.42942,0,0,0,0
Bhuj,1,53.0,23.2,3.01,5.8,0.562,110,4,91.7,23.0,30.0,1.0,0.17668,0.16544,0.51834,0.56157,0.725,0.8,0.83326,0.11429,0.03697,0.49883,0,0,0,0
Navsari,1,29.9,3.8,4.01,7.3,0.87,11,1,79.1,4.7,27.7,1.0,0.09972,0.02736,0.54953,0.86996,0.9725,0.95,0.58244,0.02857,0,0.38439,0,0,0,0
Bhuj,1,15.6,0.9,3.14,5.8,0.658,110,4,86.9,18.8,29.1,1.0,0.05194,0.00672,0.54075,0.65757,0.725,0.8,0.73797,0.11429,0,0.45479,0,0,0,0
Porbandar,0,1.4,0.8,2.33,6.2,0.353,8,1,58.3,42.0,32.8,1.0,0.00473,0.00541,0.37647,0.3525,0.98,0.95,0.16601,0.02857,0.27459,0.64073,1,0,0,0
Patan,1,13.5,4.7,2.55,6.0,0.482,70,1,69.6,3.2,23.5,0.0,0.04496,0.03328,0.42448,0.48221,0.825,0.95,0.39157,0.02857,0,0.17429,0,0,0,0
Ahmedabad,1,3.8,2.2,5.25,8.5,0.77,53,2,62.9,24.6,28.5,0.0,0.01274,0.01557,0.6173,0.77043,0.8675,0.9,0.25822,0.05714,0.05689,0.42507,0,0,0,1
Navsari,0,9.5,5.1,4.25,7.3,0.557,11,1,54.8,50.5,30.6,1.0,0.03167,0.03626,0.58232,0.55704,0.9725,0.95,0.09579,0.02857,0.3811,0.53214,0,0,0,0
Vadodara,1,35.1,19.8,5.27,8.0,0.778,39,2,88.3,15.1,23.3,0.0,0.11709,0.14144,0.6582,0.77812,0.9025,0.9,0.76512,0.05714,0,0.1671,0,0,0,0
Ahmedabad,1,2.0,1.5,5.33,8.5,0.735,53,2,84.4,16.7,27.3,0.0,0.0066,0.011,0.62678,0.73453,0.8675,0.9,0.68877,0.05714,0,0.36567,0,0,1,0
Ahmedabad,0,3.6,0.8,3.5,8.5,0.443,53,2,49.7,12.4,31.6,0.0,0.01201,0.00578,0.41227,0.44287,0.8675,0.9,0,0.05714,0,0.58163,0,0,0,0
Dang,0,6.6,2.0,2.22,6.4,0.484,975,27,51.7,8.5,35.1,0.0,0.02186,0.01418,0.34652,0.48374,0,0,0.03468,0.77143,0,0.75323,0,0,0,0
Navsari,1,106.9,69.5,5.79,7.3,1.0,11,1,88.8,21.9,24.1,1.0,0.35631,0.49654,0.79354,1.0,0.9725,0.95,0.77649,0.02857,0.02351,0.20569,1,0,0,0
Ahmedabad,1,13.9,3.6,4.35,8.5,0.796,53,2,84.2,7.2,22.8,0.0,0.04625,0.02571,0.51119,0.79649,0.8675,0.9,0.68372,0.05714,0,0.14177,0,0,0,1
Bhuj,0,3.1,0.7,1.11,5.8,0.077,110,4,55.1,5.9,30.0,1.0,0.01044,0.00473,0.19159,0.07709,0.725,0.8,0.10282,0.11429,0,0.50244,0,0,0,0
Ahmedabad,0,8.0,1.7,3.51,8.5,0.338,53,2,64.6,26.8,27.8,0.0,0.02673,0.01217,0.41315,0.3383,0.8675,0.9,0.29156,0.05714,0.08537,0.39149,0,0,0,0
Ahmedabad,1,89.8,51.9,6.56,8.5,1.0,53,2,84.7,20.4,25.2,0.0,0.29946,0.37043,0.77153,1.0,0.8675,0.9,0.6949,0.05714,0.0049,0.26065,1,0,0,0
Vadodara,0,2.4,0.6,2.42,8.0,0.306,39,2,51.7,13.4,32.6,0.0,0.00795,0.00406,0.30271,0.30597,0.9025,0.9,0.03302,0.05714,0,0.62969,0,0,0,0
Patan,0,1.2,0.5,1.99,6.0,0.166,70,1,53.7,5.7,33.6,0.0,0.00392,0.00363,0.33107,0.16567,0.825,0.95,0.07466,0.02857,0,0.67821,0,0,0,0
Bhuj,0,3.9,1.9,2.41,5.8,0.02,110,4,54.9,22.5,33.9,1.0,0.01296,0.01326,0.41614,0.02,0.725,0.8,0.09891,0.11429,0.03158,0.69349,0,0,0,0
Porbandar,1,13.2,7.1,3.35,6.2,0.623,8,1,82.7,5.6,27.4,1.0,0.04391,0.05072,0.54107,0.62309,0.98,0.95,0.65331,0.02857,0,0.37178,1,0,0,0
Bhuj,1,5.5,1.8,2.67,5.8,0.462,110,4,88.6,12.5,26.8,1.0,0.01848,0.01318,0.46061,0.46206,0.725,0.8,0.77188,0.11429,0,0.3381,0,0,0,0
Bhavnagar,1,4.2,2.6,3.1,7.4,0.677,24,2,84.9,49.9,23.5,1.0,0.0139,0.01888,0.41955,0.67732,0.94,0.9,0.69805,0.05714,0.37351,0.17577,0,0,0,0
Bhuj,0,0.1,0.0,2.45,5.8,0.208,110,4,59.7,12.0,33.8,1.0,0.0005,0.00034,0.42188,0.20768,0.725,0.8,0.19412,0.11429,0,0.69168,1,0,0,0
Navsari,1,24.5,13.0,4.27,7.3,0.912,11,1,73.6,29.4,23.8,1.0,0.08182,0.0932,0.58553,0.91208,0.9725,0.95,0.47141,0.02857,0.11694,0.1894,1,0,0,0
Ahmedabad,0,8.1,6.0,2.7,8.5,0.445,53,2,58.7,7.0,35.1,0.0,0.02691,0.04256,0.31787,0.44455,0.8675,0.9,0.17409,0.05714,0,0.75313,0,0,0,0
Surat,1,11.4,4.6,5.56,9.4,0.932,13,1,99.7,33.6,24.9,1.0,0.03804,0.03268,0.59198,0.93152,0.9675,0.95,0.99459,0.02857,0.17054,0.24292,0,0,0,0
Jamnagar,0,3.1,1.0,2.87,6.5,0.221,20,2,53.6,21.6,36.4,1.0,0.01028,0.00719,0.44206,0.22091,0.95,0.9,0.07232,0.05714,0.02,0.82025,0,0,0,0
Patan,0,6.1,2.5,2.47,6.0,0.109,70,1,56.0,7.1,33.0,0.0,0.02046,0.018,0.41161,0.10858,0.825,0.95,0.12014,0.02857,0,0.65043,0,0,0,0
Ahmedabad,0,20.6,5.7,3.26,8.5,0.568,53,2,52.7,32.1,32.3,0.0,0.06865,0.04072,0.38298,0.56753,0.8675,0.9,0.05331,0.05714,0.15108,0.61612,0,0,0,0
Bhuj,1,21.7,12.6,2.33,5.8,0.445,110,4,79.4,2,29.6,1.0,0.07241,0.09017,0.40091,0.44453,0.725,0.8,0.58727,0.11429,0,0.47772,0,0,0,0
Navsari,1,126.1,19.7,6.94,7.3,1.0,11,1,75.7,44.5,27.1,1.0,0.42038,0.1408,0.95112,1.0,0.9725,0.95,0.51389,0.02857,0.30669,0.35713,0,0,0,0
Valsad,1,3.4,1.6,3.81,7.0,0.74,12,2,85.2,30.9,27.9,1.0,0.01127,0.01137,0.54489,0.74049,0.97,0.9,0.70315,0.05714,0.13633,0.39366,1,0,0,0
Ahmedabad,1,61.0,19.6,5.18,8.5,0.767,53,2,80.3,28.8,24.7,0.0,0.20336,0.14016,0.60933,0.76693,0.8675,0.9,0.60526,0.05714,0.10954,0.23554,0,0,0,0
Dang,0,7.7,2.2,2.34,6.4,0.57,975,27,58.2,10.5,37.2,0.0,0.02574,0.0159,0.36544,0.57037,0,0,0.16329,0.77143,0,0.85809,0,0,0,1
Jamnagar,1,34.7,9.6,3.54,6.5,0.6,20,2,89.5,12.5,27.0,1.0,0.11567,0.06843,0.54505,0.59969,0.95,0.9,0.78966,0.05714,0,0.35237,0,0,0,0
Bhavnagar,1,8.5,3.6,2.55,7.4,0.613,24,2,77.2,12.7,23.5,1.0,0.02846,0.02571,0.34496,0.61299,0.94,0.9,0.54463,0.05714,0,0.17466,0,0,0,0
Bhavnagar,1,32.0,12.8,4.65,7.4,0.791,24,2,70.1,28.9,21.7,1.0,0.10682,0.09175,0.62787,0.79147,0.94,0.9,0.40105,0.05714,0.11177,0.08598,0,0,0,0
Dang,1,27.3,5.5,4.04,6.4,0.949,975,27,77.5,22.1,25.1,0.0,0.09106,0.03938,0.63195,0.94885,0,0,0.54998,0.77143,0.02682,0.25713,0,1,0,0
Bhuj,1,23.0,4.2,1.77,5.8,0.38,110,4,87.7,8.5,30.8,1.0,0.07664,0.02987,0.30556,0.37971,0.725,0.8,0.75326,0.11429,0,0.54155,0,0,0,1
Surat,1,46.3,18.7,6.55,9.4,0.967,13,1,76.5,86.4,29.9,1.0,0.15425,0.13337,0.69654,0.96657,0.9675,0.95,0.53053,0.02857,0.83012,0.49713,1,0,1,0
Valsad,1,25.8,17.0,4.43,7.0,0.882,12,2,77.4,12.3,27.2,1.0,0.08601,0.12115,0.63239,0.88232,0.97,0.9,0.54755,0.05714,0,0.36245,0,0,0,0
Surat,0,3.4,2.6,4.42,9.4,0.347,13,1,54.5,14.4,33.7,1.0,0.01146,0.01887,0.47002,0.3472,0.9675,0.95,0.09047,0.02857,0,0.68654,0,0,0,0
Dang,1,5.2,1.3,2.86,6.4,0.946,975,27,83.4,8.2,26.3,0.0,0.01722,0.00901,0.4464,0.94587,0,0,0.66852,0.77143,0,0.31271,0,0,0,0
Jamnagar,1,21.5,9.1,2.71,6.5,0.705,20,2,70.9,11.2,26.6,1.0,0.07177,0.06488,0.41705,0.7049,0.95,0.9,0.41801,0.05714,0,0.32884,0,0,0,0
Dang,1,27.2,11.0,5.22,6.4,0.971,975,27,75.2,24.1,24.2,0.0,0.0908,0.07863,0.8151,0.97124,0,0,0.50445,0.77143,0.05173,0.2101,0,1,1,0
Ahmedabad,1,27.9,7.4,6.16,8.5,0.8,53,2,91.4,14.7,24.0,0.0,0.09289,0.05296,0.72521,0.8003,0.8675,0.9,0.82776,0.05714,0,0.19824,0,0,0,0
Porbandar,1,11.3,9.3,3.08,6.2,0.665,8,1,83.0,49.1,30.5,1.0,0.0377,0.06607,0.49642,0.66541,0.98,0.95,0.6604,0.02857,0.36397,0.52423,0,0,0,1
Vadodara,1,15.7,3.3,4.25,8.0,0.645,39,2,79.2,17.7,27.8,0.0,0.05245,0.02346,0.53081,0.64482,0.9025,0.9,0.58334,0.05714,0,0.39196,0,0,0,1
Rajkot,0,1.8,0.8,2.63,7.2,0.287,134,3,57.6,18.7,34.4,0.0,0.00609,0.0054,0.36529,0.28715,0.665,0.85,0.15162,0.08571,0,0.72231,0,0,0,0
Porbandar,1,60.7,46.5,4.73,6.2,0.778,8,1,87.9,19.1,25.7,1.0,0.20236,0.33246,0.76275,0.77815,0.98,0.95,0.75724,0.02857,0,0.28376,1,0,0,0
Porbandar,1,4.8,2.3,2.63,6.2,0.64,8,1,81.6,9.5,27.4,1.0,0.016,0.01618,0.42362,0.64045,0.98,0.95,0.63168,0.02857,0,0.36819,0,0,0,0
Dang,1,9.6,2.3,4.03,6.4,0.906,975,27,89.4,9.8,25.3,0.0,0.03184,0.01616,0.62991,0.90645,0,0,0.78744,0.77143,0,0.263,0,0,0,0
Dang,1,116.8,6.2,5.44,6.4,1.0,975,27,77.3,14.0,21.4,0.0,0.38929,0.04421,0.84995,1.0,0,0,0.54522,0.77143,0,0.06786,0,0,0,0
Patan,1,19.2,9.6,2.87,6.0,0.573,70,1,82.5,12.4,29.2,0.0,0.06388,0.06845,0.47897,0.57277,0.825,0.95,0.64928,0.02857,0,0.45861,0,0,0,0
Bhuj,1,30.2,9.3,2.72,5.8,0.423,110,4,80.7,10.3,26.0,1.0,0.10058,0.0663,0.46868,0.42289,0.725,0.8,0.61391,0.11429,0,0.30134,0,0,0,0
Rajkot,1,12.3,4.7,2.63,7.2,0.709,134,3,85.8,8.5,28.0,0.0,0.04084,0.03342,0.36492,0.70916,0.665,0.85,0.71661,0.08571,0,0.40134,0,0,0,0
Ahmedabad,1,20.6,9.4,4.66,8.5,0.713,53,2,78.9,22.1,24.7,0.0,0.06853,0.06693,0.5488,0.71277,0.8675,0.9,0.57711,0.05714,0.02584,0.23642,1,0,0,0
Bhuj,1,49.3,18.6,3.95,5.8,0.61,110,4,87.6,13.4,30.2,1.0,0.16431,0.13291,0.68182,0.60961,0.725,0.8,0.75193,0.11429,0,0.50963,0,0,0,0
Surat,0,14.8,6.8,4.76,9.4,0.617,13,1,55.5,21.4,33.5,1.0,0.04946,0.0488,0.50687,0.61736,0.9675,0.95,0.11,0.02857,0.01719,0.67325,0,0,0,0
Bhuj,1,1.5,0.7,1.87,5.8,0.382,110,4,63.9,2,27.8,1.0,0.00489,0.00465,0.32212,0.38164,0.725,0.8,0.27771,0.11429,0,0.39129,0,0,0,0
Surat,0,5.3,1.6,3.96,9.4,0.564,13,1,48.9,8.2,30.0,1.0,0.0175,0.01113,0.4212,0.56434,0.9675,0.95,0,0.02857,0,0.49827,1,0,0,0
Rajkot,1,14.3,2.5,3.88,7.2,0.63,134,3,65.5,32.8,29.4,0.0,0.04759,0.01773,0.5392,0.62953,0.665,0.85,0.31058,0.08571,0.16012,0.46898,0,0,0,0
Dang,1,150.2,26.1,5.98,6.4,0.992,975,27,98.8,18.6,24.4,0.0,0.50054,0.18669,0.93445,0.99188,0,0,0.97505,0.77143,0,0.22053,1,1,0,1
Ahmedabad,0,4.8,2.9,3.68,8.5,0.5,53,2,56.1,16.3,33.8,0.0,0.01607,0.02088,0.43267,0.50001,0.8675,0.9,0.12261,0.05714,0,0.6878,0,0,0,0
Ahmedabad,1,119.0,33.9,7.11,8.5,0.818,53,2,80.0,6.5,26.3,0.0,0.39653,0.24203,0.83673,0.8181,0.8675,0.9,0.60054,0.05714,0,0.31405,0,0,0,0
Patan,1,3.8,1.5,2.23,6.0,0.38,70,1,71.8,10.1,29.8,0.0,0.01266,0.01047,0.37205,0.37954,0.825,0.95,0.43631,0.02857,0,0.48896,0,0,0,0
Valsad,1,57.4,28.9,3.59,7.0,0.922,12,2,88.1,19.2,25.4,1.0,0.19137,0.20661,0.5128,0.92229,0.97,0.9,0.76105,0.05714,0,0.26809,0,0,0,0
Bhavnagar,0,8.2,1.5,3.96,7.4,0.401,24,2,51.0,16.2,29.9,1.0,0.02725,0.01081,0.53485,0.4006,0.94,0.9,0.01931,0.05714,0,0.49434,0,0,0,0
Navsari,1,16.5,8.8,3.93,7.3,0.858,11,1,72.4,8.5,26.0,1.0,0.05504,0.06282,0.53867,0.85783,0.9725,0.95,0.44733,0.02857,0,0.30137,1,0,0,0
Dang,1,90.4,55.6,5.41,6.4,0.921,975,27,77.2,4.7,20.6,0.0,0.30134,0.39721,0.84464,0.92061,0,0,0.54387,0.77143,0,0.03227,0,0,0,1
Surat,1,8.3,4.6,4.25,9.4,0.872,13,1,71.2,15.0,24.0,1.0,0.0278,0.03319,0.45254,0.87156,0.9675,0.95,0.4235,0.02857,0,0.19921,0,0,0,0
Bhavnagar,0,1.0,0.3,3.16,7.4,0.461,24,2,54.3,21.7,29.8,1.0,0.00336,0.00188,0.42686,0.46145,0.94,0.9,0.08548,0.05714,0.02105,0.4925,0,0,0,0
Jamnagar,1,32.3,24.6,3.57,6.5,0.806,20,2,88.4,2,26.3,1.0,0.10782,0.17595,0.54858,0.80564,0.95,0.9,0.76762,0.05714,0,0.3138,0,0,0,0
Dang,1,113.5,40.9,5.32,6.4,1.0,975,27,86.6,12.9,24.3,0.0,0.37831,0.29204,0.83165,1.0,0,0,0.73191,0.77143,0,0.21717,1,1,0,1
Bhuj,0,4.0,1.8,2.32,5.8,0.023,110,4,43.7,45.6,32.7,1.0,0.01349,0.01295,0.39967,0.02323,0.725,0.8,0,0.11429,0.32015,0.63682,1,0,0,0
Rajkot,0,7.7,2.8,2.51,7.2,0.294,134,3,54.4,13.0,33.0,0.0,0.0256,0.01969,0.34805,0.29422,0.665,0.85,0.08846,0.08571,0,0.65131,0,0,0,0
Bhavnagar,0,1.9,1.1,2.79,7.4,0.264,24,2,61.2,38.6,34.0,1.0,0.00628,0.00763,0.37738,0.26367,0.94,0.9,0.22398,0.05714,0.23194,0.69788,0,0,0,0
Patan,1,19.0,9.8,1.84,6.0,0.599,70,1,84.0,21.9,23.7,0.0,0.06318,0.06998,0.30712,0.59945,0.825,0.95,0.68011,0.02857,0.02375,0.18539,0,1,0,0
Valsad,1,34.5,15.3,4.58,7.0,0.827,12,2,85.7,23.7,27.1,1.0,0.11489,0.10931,0.65445,0.82655,0.97,0.9,0.71367,0.05714,0.04616,0.35464,0,0,0,0
Ahmedabad,0,9.7,4.8,2.74,8.5,0.524,53,2,53.8,9.2,31.7,0.0,0.03227,0.03426,0.32206,0.52407,0.8675,0.9,0.0762,0.05714,0,0.58368,0,0,0,0
Dang,0,10.3,1.7,3.39,6.4,0.612,975,27,39.0,23.4,30.1,0.0,0.03432,0.01246,0.52997,0.61182,0,0,0,0.77143,0.04301,0.50355,0,0,1,0
Bhuj,0,3.6,1.3,1.93,5.8,0.105,110,4,42.0,38.2,35.6,1.0,0.01207,0.00903,0.33252,0.10495,0.725,0.8,0,0.11429,0.22737,0.77818,0,0,0,0
Surat,0,21.3,17.0,4.82,9.4,0.63,13,1,49.8,14.4,31.1,1.0,0.07102,0.12128,0.51226,0.6299,0.9675,0.95,0,0.02857,0,0.55689,0,0,0,0
Surat,0,21.5,9.4,5.12,9.4,0.506,13,1,58.2,38.4,31.7,1.0,0.0717,0.06688,0.54478,0.50636,0.9675,0.95,0.16314,0.02857,0.23042,0.58255,0,0,0,0
Rajkot,0,3.2,2.1,3.38,7.2,0.222,134,3,56.1,17.6,30.4,0.0,0.01077,0.01484,0.46959,0.22176,0.665,0.85,0.12203,0.08571,0,0.52137,0,0,0,0
Surat,0,0.4,0.3,5.03,9.4,0.604,13,1,56.2,55.7,32.1,1.0,0.00141,0.00214,0.53476,0.60387,0.9675,0.95,0.1249,0.02857,0.44564,0.6043,0,0,0,0
Rajkot,1,23.2,2.8,2.92,7.2,0.732,134,3,79.8,11.0,23.3,0.0,0.07719,0.02007,0.40564,0.73155,0.665,0.85,0.59513,0.08571,0,0.16687,0,0,0,0
Vadodara,0,8.8,3.3,4.62,8.0,0.456,39,2,55.6,25.4,30.2,0.0,0.02926,0.02343,0.57751,0.45558,0.9025,0.9,0.11271,0.05714,0.06729,0.51177,0,0,0,0
Bhuj,0,0.4,0.2,2.47,5.8,0.093,110,4,60.7,6.1,28.9,1.0,0.00124,0.00137,0.42607,0.09267,0.725,0.8,0.21491,0.11429,0,0.44356,0,0,0,0
Dang,1,17.6,5.6,3.96,6.4,0.949,975,27,62.0,9.7,24.9,0.0,0.05876,0.03998,0.61902,0.94904,0,0,0.24016,0.77143,0,0.24489,0,0,0,0
Valsad,1,62.2,17.4,5.65,7.0,0.962,12,2,91.2,15.1,30.8,1.0,0.20732,0.12426,0.80779,0.96233,0.97,0.9,0.82337,0.05714,0,0.54093,1,0,0,0
Patan,1,16.1,3.6,3.69,6.0,0.701,70,1,73.7,12.7,25.7,0.0,0.05369,0.02601,0.61449,0.70144,0.825,0.95,0.47409,0.02857,0,0.28671,0,0,0,0
Rajkot,1,9.6,3.8,3.04,7.2,0.693,134,3,73.9,9.5,29.7,0.0,0.03202,0.02695,0.42158,0.69263,0.665,0.85,0.47786,0.08571,0,0.48309,0,0,0,0
Dang,0,13.2,1.6,3.23,6.4,0.615,975,27,51.6,15.8,31.8,0.0,0.04405,0.01136,0.50491,0.61516,0,0,0.03246,0.77143,0,0.58928,0,1,0,0
Rajkot,1,28.9,14.1,4.52,7.2,0.494,134,3,80.5,4.3,27.1,0.0,0.09644,0.10062,0.62791,0.49389,0.665,0.85,0.60941,0.08571,0,0.35484,0,1,0,0
Vadodara,0,5.4,3.4,2.43,8.0,0.441,39,2,43.6,21.1,29.1,0.0,0.01785,0.02403,0.30322,0.44072,0.9025,0.9,0,0.05714,0.01314,0.45664,0,0,0,0
Bhavnagar,0,1.0,0.4,3.3,7.4,0.266,24,2,59.4,14.8,33.5,1.0,0.00337,0.00317,0.4462,0.26568,0.94,0.9,0.18766,0.05714,0,0.67551,0,0,0,0
Porbandar,1,32.7,25.2,2.58,6.2,0.697,8,1,71.1,52.2,25.2,1.0,0.10906,0.17982,0.41593,0.69715,0.98,0.95,0.42104,0.02857,0.40263,0.25856,0,0,0,0
Porbandar,0,3.9,0.7,3.4,6.2,0.358,8,1,42.8,28.2,33.6,1.0,0.01304,0.00496,0.54827,0.35838,0.98,0.95,0,0.02857,0.10239,0.68095,0,0,0,0
Porbandar,1,32.4,10.2,3.97,6.2,0.73,8,1,75.0,45.2,26.9,1.0,0.1081,0.07306,0.64094,0.73019,0.98,0.95,0.5007,0.02857,0.31508,0.34325,1,0,0,0
Patan,1,89.7,53.2,4.1,6.0,0.579,70,1,88.5,8.5,24.9,0.0,0.29912,0.3803,0.68413,0.57892,0.825,0.95,0.77058,0.02857,0,0.24423,1,0,0,1
Valsad,1,60.1,36.7,6.06,7.0,0.949,12,2,78.8,7.5,23.9,1.0,0.20042,0.26187,0.86534,0.94901,0.97,0.9,0.57647,0.05714,0,0.19412,1,0,0,1
Porbandar,0,8.2,5.4,2.07,6.2,0.455,8,1,60.4,14.2,34.0,1.0,0.02722,0.0389,0.33332,0.45503,0.98,0.95,0.20739,0.02857,0,0.69952,0,0,0,0
Rajkot,1,31.1,10.7,4.57,7.2,0.616,134,3,83.3,5.3,23.5,0.0,0.1035,0.07625,0.63528,0.61574,0.665,0.85,0.66661,0.08571,0,0.17357,0,0,0,0
Dang,1,22.8,3.8,4.08,6.4,0.906,975,27,95.2,33.0,28.6,0.0,0.07606,0.02724,0.63756,0.90635,0,0,0.90475,0.77143,0.16283,0.43205,0,0,0,0
Dang,1,34.8,17.3,4.38,6.4,0.994,975,27,82.1,3.4,26.4,0.0,0.11606,0.1234,0.68398,0.99392,0,0,0.64253,0.77143,0,0.31809,0,1,0,0
Surat,1,15.8,8.5,4.16,9.4,0.778,13,1,83.6,6.6,27.2,1.0,0.05275,0.06102,0.44226,0.77766,0.9675,0.95,0.67246,0.02857,0,0.35943,0,0,0,0
Navsari,1,47.8,2.4,4.48,7.3,0.977,11,1,87.4,5.9,24.9,1.0,0.15939,0.01708,0.61362,0.97652,0.9725,0.95,0.74796,0.02857,0,0.24331,0,0,0,0
Dang,1,174.9,75.5,5.51,6.4,1.0,975,27,100,20.1,21.3,0.0,0.58316,0.53925,0.8602,1.0,0,0,1,0.77143,0.00079,0.0628,1,1,0,0
Surat,0,10.1,6.6,4.78,9.4,0.337,13,1,65.7,15.2,31.1,1.0,0.0338,0.04708,0.50816,0.33707,0.9675,0.95,0.31336,0.02857,0,0.55523,1,0,0,0
Bhuj,1,24.9,19.0,1.92,5.8,0.456,110,4,78.7,12.6,23.4,1.0,0.08302,0.1357,0.33095,0.45617,0.725,0.8,0.57313,0.11429,0,0.17007,0,0,0,0
Navsari,0,9.7,2.7,4.06,7.3,0.695,11,1,52.3,33.7,32.5,1.0,0.03248,0.01942,0.55553,0.69505,0.9725,0.95,0.04642,0.02857,0.17153,0.62477,0,0,0,0
Surat,0,15.9,3.8,5.32,9.4,0.6,13,1,49.2,17.8,33.6,1.0,0.05312,0.02697,0.56586,0.60013,0.9675,0.95,0,0.02857,0,0.67816,0,1,0,0
Bhuj,1,42.4,16.7,3.16,5.8,0.448,110,4,93.4,31.2,30.6,1.0,0.14119,0.11961,0.54519,0.44813,0.725,0.8,0.86888,0.11429,0.13942,0.53225,0,0,0,0
Surat,0,6.4,3.4,2.93,9.4,0.421,13,1,46.0,8.0,27.8,1.0,0.02143,0.02394,0.3114,0.42097,0.9675,0.95,0,0.02857,0,0.38818,0,0,0,0
Valsad,1,35.7,15.4,4.06,7.0,0.915,12,2,76.9,29.1,27.0,1.0,0.11913,0.10974,0.57947,0.91472,0.97,0.9,0.53869,0.05714,0.11373,0.3482,0,0,0,0
Jamnagar,1,31.8,11.6,2.99,6.5,0.674,20,2,89.4,9.3,27.3,1.0,0.10588,0.08268,0.45959,0.67361,0.95,0.9,0.78872,0.05714,0,0.36335,0,0,0,0
Bhuj,1,19.4,8.7,0.85,5.8,0.287,110,4,82.2,11.7,24.7,1.0,0.06467,0.0618,0.14579,0.28678,0.725,0.8,0.64415,0.11429,0,0.23738,0,0,0,0
Dang,1,23.3,5.7,4.24,6.4,1.0,975,27,78.2,2.9,30.6,0.0,0.07779,0.04058,0.66298,1.0,0,0,0.56432,0.77143,0,0.53147,0,0,0,0
Surat,1,13.3,2.7,5.8,9.4,0.85,13,1,79.2,8.4,28.9,1.0,0.04431,0.01952,0.61688,0.85013,0.9675,0.95,0.58436,0.02857,0,0.44486,0,0,0,0
Valsad,0,7.3,0.8,2.76,7.0,0.623,12,2,52.5,14.8,34.1,1.0,0.02429,0.00582,0.39358,0.62313,0.97,0.9,0.04918,0.05714,0,0.70469,0,0,0,0
Ahmedabad,1,61.9,19.4,4.23,8.5,0.788,53,2,84.8,34.6,20.6,0.0,0.20638,0.13888,0.49794,0.78848,0.8675,0.9,0.69545,0.05714,0.18245,0.02753,0,0,0,0
Jamnagar,1,66.7,53.7,4.47,6.5,0.799,20,2,85.4,7.3,23.7,1.0,0.22246,0.38326,0.68727,0.7992,0.95,0.9,0.70878,0.05714,0,0.18319,0,0,0,0
Bhavnagar,1,58.8,32.9,5.46,7.4,0.786,24,2,79.0,10.0,25.2,1.0,0.19604,0.23466,0.73722,0.78577,0.94,0.9,0.57919,0.05714,0,0.26174,0,0,0,0
Valsad,1,9.5,1.7,4.98,7.0,0.804,12,2,70.2,14.6,28.5,1.0,0.03175,0.0124,0.71176,0.80362,0.97,0.9,0.40413,0.05714,0,0.42591,0,0,0,0
Porbandar,1,24.7,2.5,3.76,6.2,0.61,8,1,70.9,12.2,25.9,1.0,0.08239,0.01778,0.60709,0.60965,0.98,0.95,0.41876,0.02857,0,0.29728,0,0,0,0
Surat,1,97.2,22.9,7.43,9.4,1.0,13,1,94.1,36.0,25.2,1.0,0.32416,0.16392,0.79068,1.0,0.9675,0.95,0.88172,0.02857,0.19982,0.26137,1,0,0,0
Surat,1,56.2,19.8,5.94,9.4,0.961,13,1,78.0,13.3,28.9,1.0,0.18717,0.14139,0.63232,0.96131,0.9675,0.95,0.56022,0.02857,0,0.44521,0,0,0,0
